sample	chr	startpos	endpos	nMajor	nMinor
TumorSample-A	16	84348937	84403377	1	1
TumorSample-A	16	84403617	84411700	2	1
TumorSample-A	16	84411831	84476385	2	0
TumorSample-A	16	84477025	84499507	1	1
TumorSample-A	16	84499508	84503281	2	0
TumorSample-A	16	84505789	84508287	3	0
TumorSample-A	16	84510150	84516958	2	0
TumorSample-A	16	84517447	84519049	2	1
TumorSample-A	16	84519514	84637788	2	0
TumorSample-A	16	84638142	84719847	2	1
TumorSample-A	16	84719921	84725840	2	0
TumorSample-A	16	84726152	84794028	2	1
TumorSample-A	16	84794150	84978016	1	1
TumorSample-A	16	84979651	84996667	2	0
TumorSample-A	16	84996697	85097193	1	1
TumorSample-A	16	85103645	85197117	2	0
TumorSample-A	16	85198371	85265782	2	1
TumorSample-A	16	85266473	85512011	2	0
TumorSample-A	16	85514726	85726665	1	1
TumorSample-A	16	85729774	85879264	2	0
TumorSample-A	16	85879487	85991010	1	1
TumorSample-A	16	85991128	86098009	2	0
TumorSample-A	16	86098125	86116878	2	1
TumorSample-A	16	86116891	86231068	2	0
TumorSample-A	16	86232426	86242366	1	1
TumorSample-A	16	86242370	86249607	3	0
TumorSample-A	16	86250291	86475179	1	1
TumorSample-A	16	86475366	87165432	2	0
TumorSample-A	16	87168122	87194558	1	1
TumorSample-A	16	87194616	87442905	2	0
TumorSample-A	16	87443019	87661938	1	1
TumorSample-A	16	87662003	87936648	2	0
TumorSample-A	16	87941359	87943757	2	1
TumorSample-A	16	87945654	88077828	2	0
TumorSample-A	16	88078626	88248364	1	1
TumorSample-A	16	88248810	88325769	2	0
TumorSample-A	16	88326195	88477643	1	1
TumorSample-A	16	88504267	89086419	2	0
TumorSample-A	16	89086691	89292602	1	1
TumorSample-A	16	89298878	90048425	2	0
TumorSample-A	16	90049048	90096867	2	1
TumorSample-A	17	251102	544352	1	1
TumorSample-A	17	544802	899692	2	0
TumorSample-A	17	899839	1223605	1	1
TumorSample-A	17	1223775	1225757	2	0
TumorSample-A	17	1225839	2870381	1	1
TumorSample-A	17	2870638	2930034	2	1
TumorSample-A	17	2932058	3308854	2	0
TumorSample-A	17	3309108	3368292	2	1
TumorSample-A	17	3368654	3529308	2	0
TumorSample-A	17	3530378	3676358	1	1
TumorSample-A	17	3676457	4770988	2	0
TumorSample-A	17	4771101	5230439	1	1
TumorSample-A	17	5230512	5510684	2	0
TumorSample-A	17	5511006	5941552	1	1
TumorSample-A	17	5941939	6028923	2	1
TumorSample-A	17	6029162	6045029	2	0
TumorSample-A	17	6045105	6088024	2	1
TumorSample-A	17	6091214	6128541	2	0
TumorSample-A	17	6131079	6217191	1	1
TumorSample-A	17	6217247	6229643	3	0
TumorSample-A	17	6229857	6302259	2	1
TumorSample-A	17	6305109	6393312	1	1
TumorSample-A	17	6393360	6524595	2	0
TumorSample-A	17	6527803	6676827	1	1
TumorSample-A	17	6677532	6801160	2	0
TumorSample-A	17	6806377	6998353	1	1
TumorSample-A	17	6999568	7045568	2	0
TumorSample-A	17	7047575	7175180	1	1
TumorSample-A	17	7176515	8102587	2	0
TumorSample-A	17	8103101	8426368	2	1
TumorSample-A	17	8426647	8742840	2	0
TumorSample-A	17	8743015	8948656	2	1
TumorSample-A	17	8949606	9293662	2	0
TumorSample-A	17	9294060	9579254	1	1
TumorSample-A	17	9580880	9827684	2	0
TumorSample-A	17	9828139	9878637	1	1
TumorSample-A	17	9878794	10111880	2	0
TumorSample-A	17	10113081	10275992	1	1
TumorSample-A	17	10276110	10552684	3	0
TumorSample-A	17	10552815	10691707	1	1
TumorSample-A	17	10693740	10708112	2	1
TumorSample-A	17	10709079	10717484	2	0
TumorSample-A	17	10718112	10768691	2	1
TumorSample-A	17	10770201	11137634	2	0
TumorSample-A	17	11148462	11368721	2	1
TumorSample-A	17	11368975	11781254	3	0
TumorSample-A	17	11785508	11881512	1	1
TumorSample-A	17	11882547	12109379	2	1
TumorSample-A	17	12114128	12641737	2	0
TumorSample-A	17	12642407	12752115	2	1
TumorSample-A	17	12753394	12855789	3	0
TumorSample-A	17	12855825	12936563	1	1
TumorSample-A	17	12937225	13103188	2	0
TumorSample-A	17	13105063	13460344	1	1
TumorSample-A	17	13460973	13485620	2	0
TumorSample-A	17	13488194	13553397	2	1
TumorSample-A	17	13554217	13719300	2	0
TumorSample-A	17	13719337	13756412	2	1
TumorSample-A	17	13759368	13899360	2	0
TumorSample-A	17	13900420	14290345	1	1
TumorSample-A	17	14290489	14351604	2	0
TumorSample-A	17	14352233	14812044	1	1
TumorSample-A	17	14812617	15495084	2	0
TumorSample-A	17	15495639	15552007	2	1
TumorSample-A	17	15561289	16901433	2	0
TumorSample-A	17	16901509	16928960	2	1
TumorSample-A	17	16929056	16953548	2	0
TumorSample-A	17	16953863	16995145	1	1
TumorSample-A	17	16995783	17199937	2	0
TumorSample-A	17	17199995	17325640	2	1
TumorSample-A	17	17329240	20813712	2	0
TumorSample-A	17	20813806	20960734	1	1
TumorSample-A	17	20960741	21057598	2	0
TumorSample-A	17	21058213	21087868	1	1
TumorSample-A	17	21089860	21617708	2	0
TumorSample-A	17	21617824	22367081	1	1
TumorSample-A	17	22370850	27938845	2	0
TumorSample-A	17	27938859	28127381	2	1
TumorSample-A	17	28146674	29088589	1	1
TumorSample-A	17	29090319	29170862	2	0
TumorSample-A	17	29171036	29322154	1	1
TumorSample-A	17	29328821	30236481	2	0
TumorSample-A	17	30245342	30321911	1	1
TumorSample-A	17	30322999	32345398	2	0
TumorSample-A	17	32352311	32435991	1	1
TumorSample-A	17	32436519	32506144	3	0
TumorSample-A	17	32507186	32550640	1	1
TumorSample-A	17	32550827	32585467	2	0
TumorSample-A	17	32589489	32914379	1	1
TumorSample-A	17	32914793	33498376	2	0
TumorSample-A	17	33498743	33645361	2	1
TumorSample-A	17	33648978	33707860	2	0
TumorSample-A	17	33708127	33814359	1	1
TumorSample-A	17	33814398	34466578	2	0
TumorSample-A	17	34466690	34525186	1	1
TumorSample-A	17	34525248	34590255	2	0
TumorSample-A	17	34591161	35189575	1	1
TumorSample-A	17	35190143	35474013	2	0
TumorSample-A	17	35476573	38898519	1	1
TumorSample-A	17	38900982	39932164	2	0
TumorSample-A	17	39933091	40485253	1	1
TumorSample-A	17	40487590	40787067	2	0
TumorSample-A	17	40787364	41762612	1	1
TumorSample-A	17	41765781	42713594	2	0
TumorSample-A	17	42716399	43964243	1	1
TumorSample-A	17	43964549	44595468	2	0
TumorSample-A	17	44596303	45273299	1	1
TumorSample-A	17	45280799	46968528	2	0
TumorSample-A	17	46968529	47068871	1	1
TumorSample-A	17	47069351	47510746	2	0
TumorSample-A	17	47513356	47817951	1	1
TumorSample-A	17	47817987	49922166	2	0
TumorSample-A	17	49922458	50050862	2	1
TumorSample-A	17	50050897	50300231	2	0
TumorSample-A	17	50300243	50434765	1	1
TumorSample-A	17	50446812	50493488	2	0
TumorSample-A	17	50493495	50777002	1	1
TumorSample-A	17	50777886	50957886	2	0
TumorSample-A	17	50977078	51386919	2	1
TumorSample-A	17	51387136	51458790	1	1
TumorSample-A	17	51461096	51597552	2	0
TumorSample-A	17	51597626	51814129	1	1
TumorSample-A	17	51815178	52091812	2	0
TumorSample-A	17	52092139	52480604	1	1
TumorSample-A	17	52484837	52684952	3	0
TumorSample-A	17	52686045	52864270	1	1
TumorSample-A	17	52864448	52935136	3	0
TumorSample-A	17	52937250	53376633	1	1
TumorSample-A	17	53377959	53600292	2	0
TumorSample-A	17	53600467	54024513	1	1
TumorSample-A	17	54025870	54919989	2	0
TumorSample-A	17	54919993	54970633	1	1
TumorSample-A	17	54970666	55291706	2	0
TumorSample-A	17	55292233	55387848	1	1
TumorSample-A	17	55389695	55473657	2	0
TumorSample-A	17	55473769	55519257	1	1
TumorSample-A	17	55520728	56740864	2	0
TumorSample-A	17	56741441	57596565	1	1
TumorSample-A	17	57601716	58187656	2	0
TumorSample-A	17	58187936	59030367	1	1
TumorSample-A	17	59031182	59124356	2	1
TumorSample-A	17	59127271	59880527	2	0
TumorSample-A	17	59880763	59920253	2	1
TumorSample-A	17	59925936	61292091	2	0
TumorSample-A	17	61295263	61420126	1	1
TumorSample-A	17	61420484	62141017	2	0
TumorSample-A	17	62142696	63485413	1	1
TumorSample-A	17	63485881	64313313	2	0
TumorSample-A	17	64314005	65598960	1	1
TumorSample-A	17	65599163	65652101	2	0
TumorSample-A	17	65654654	66250260	1	1
TumorSample-A	17	66250353	66288266	2	0
TumorSample-A	17	66290376	66344262	1	1
TumorSample-A	17	66344524	66735284	2	0
TumorSample-A	17	66739039	66830184	1	1
TumorSample-A	17	66830752	67053051	2	0
TumorSample-A	17	67054696	67691869	1	1
TumorSample-A	17	67692172	68190994	2	0
TumorSample-A	17	68191311	68286614	2	1
TumorSample-A	17	68287047	68526625	2	0
TumorSample-A	17	68528424	68676459	2	1
TumorSample-A	17	68676479	68706203	2	0
TumorSample-A	17	68706499	68745046	2	1
TumorSample-A	17	68746019	69833317	2	0
TumorSample-A	17	69849659	70106210	1	1
TumorSample-A	17	70106475	71122495	2	0
TumorSample-A	17	71123149	71519473	1	1
TumorSample-A	17	71519564	71903193	2	0
TumorSample-A	17	71904317	72019093	1	1
TumorSample-A	17	72019411	72379498	2	0
TumorSample-A	17	72380036	72392377	1	1
TumorSample-A	17	72393569	72412215	2	0
TumorSample-A	17	72412730	72677583	1	1
TumorSample-A	17	72678597	72828679	2	0
TumorSample-A	17	72831288	73101394	1	1
TumorSample-A	17	73102092	73321257	2	0
TumorSample-A	17	73321328	73356869	2	1
TumorSample-A	17	73356904	73369175	1	1
TumorSample-A	17	73371184	73574138	2	0
TumorSample-A	17	73574762	73685960	2	1
TumorSample-A	17	73686277	73815441	2	0
TumorSample-A	17	73816157	73992158	2	1
TumorSample-A	17	73992211	74315532	2	0
TumorSample-A	17	74316504	74624672	1	1
TumorSample-A	17	74624734	75632927	2	0
TumorSample-A	17	75644972	76216219	1	1
TumorSample-A	17	76217694	76228324	2	0
TumorSample-A	17	76231249	76243540	2	1
TumorSample-A	17	76245151	76561616	2	0
TumorSample-A	17	76561894	76812628	1	1
TumorSample-A	17	76813517	76919898	2	0
TumorSample-A	17	76919925	77505045	1	1
TumorSample-A	17	77508254	77560168	2	0
TumorSample-A	17	77562937	77703958	1	1
TumorSample-A	17	77704582	78962677	2	0
TumorSample-A	17	78965977	79046266	2	1
TumorSample-A	17	79049319	79137285	2	0
TumorSample-A	17	79137349	79410075	1	1
TumorSample-A	17	79412046	79446341	2	0
TumorSample-A	17	79446866	79586814	1	1
TumorSample-A	17	79588545	79895364	2	0
TumorSample-A	17	79895637	80033263	1	1
TumorSample-A	17	80033814	80745306	2	0
TumorSample-A	17	80745370	80833706	1	1
TumorSample-A	17	80835493	83204151	2	0
TumorSample-A	18	64775	295046	4	0
TumorSample-A	18	295191	302076	3	1
TumorSample-A	18	302224	571161	4	0
TumorSample-A	18	571599	672288	3	1
TumorSample-A	18	672363	715714	4	0
TumorSample-A	18	715936	832538	3	1
TumorSample-A	18	833032	1867372	4	0
TumorSample-A	18	1867477	1924587	3	1
TumorSample-A	18	1925010	2460333	4	0
TumorSample-A	18	2460400	2633628	3	1
TumorSample-A	18	2633707	3170353	4	0
TumorSample-A	18	3170437	3173875	4	1
TumorSample-A	18	3173966	3240964	3	1
TumorSample-A	18	3241693	3329848	4	0
TumorSample-A	18	3329888	3362033	3	1
TumorSample-A	18	3362966	3459380	4	0
TumorSample-A	18	3463844	3585919	3	1
TumorSample-A	18	3586258	3609389	4	0
TumorSample-A	18	3609433	3927752	3	1
TumorSample-A	18	3928326	3936055	3	0
TumorSample-A	18	3936062	4116809	3	1
TumorSample-A	18	4116948	4660428	4	0
TumorSample-A	18	4664609	4730655	3	1
TumorSample-A	18	4731968	5452311	4	0
TumorSample-A	18	5452358	5486245	3	1
TumorSample-A	18	5486926	5887634	4	0
TumorSample-A	18	5887779	5948362	3	1
TumorSample-A	18	5948904	5978210	4	0
TumorSample-A	18	5978219	5982916	4	1
TumorSample-A	18	5983612	6134615	3	1
TumorSample-A	18	6134974	6475311	4	0
TumorSample-A	18	6475444	6543565	3	1
TumorSample-A	18	6544036	6842224	4	0
TumorSample-A	18	6845342	6990996	3	1
TumorSample-A	18	6992250	7404460	4	0
TumorSample-A	18	7404468	7496490	3	1
TumorSample-A	18	7497081	8126601	4	0
TumorSample-A	18	8127558	8470617	3	1
TumorSample-A	18	8470778	8531735	4	0
TumorSample-A	18	8534044	8786861	3	1
TumorSample-A	18	8787859	8913404	4	0
TumorSample-A	18	8914003	8971953	3	1
TumorSample-A	18	8972191	8975829	4	0
TumorSample-A	18	8976855	9035464	3	0
TumorSample-A	18	9035476	9345257	3	1
TumorSample-A	18	9346580	9408230	4	0
TumorSample-A	18	9408598	9661018	3	1
TumorSample-A	18	9663138	10087531	4	0
TumorSample-A	18	10088893	10323662	3	1
TumorSample-A	18	10324217	10326599	4	0
TumorSample-A	18	10326796	10435835	3	1
TumorSample-A	18	10435871	10954432	4	0
TumorSample-A	18	10954692	11010519	3	1
TumorSample-A	18	11010674	11022471	4	0
TumorSample-A	18	11023241	11394424	3	1
TumorSample-A	18	11395306	11454809	4	0
TumorSample-A	18	11455861	11585482	3	1
TumorSample-A	18	11585491	12762351	4	0
TumorSample-A	18	12764115	12782850	3	1
TumorSample-A	18	12783899	13235176	4	0
TumorSample-A	18	13235261	13271320	3	1
TumorSample-A	18	13271368	13424990	4	0
TumorSample-A	18	13425237	13999381	3	1
TumorSample-A	18	14000359	14583817	4	0
TumorSample-A	18	14584063	14907340	3	1
TumorSample-A	18	14908176	15336266	4	0
TumorSample-A	18	20969476	25920421	2	0
TumorSample-A	18	25920509	25923391	2	1
TumorSample-A	18	25923472	26883910	2	0
TumorSample-A	18	26893778	26968155	1	1
TumorSample-A	18	26968786	26980757	2	0
TumorSample-A	18	26987275	27007397	1	1
TumorSample-A	18	27008786	27015650	2	1
TumorSample-A	18	27015660	27020711	2	0
TumorSample-A	18	27020858	27028401	2	1
TumorSample-A	18	27028975	27306128	1	1
TumorSample-A	18	27308596	27354853	2	1
TumorSample-A	18	27356594	27633844	2	0
TumorSample-A	18	27634543	27676780	1	1
TumorSample-A	18	27677204	27755948	2	0
TumorSample-A	18	27758673	27888160	2	1
TumorSample-A	18	27888161	27952759	1	1
TumorSample-A	18	27954075	28089026	2	0
TumorSample-A	18	28090554	28165093	1	1
TumorSample-A	18	28169131	29099753	2	0
TumorSample-A	18	29104501	29502879	1	1
TumorSample-A	18	29503795	29513286	2	1
TumorSample-A	18	29513416	29515890	1	1
TumorSample-A	18	29518403	29665182	2	0
TumorSample-A	18	29665886	29748022	1	1
TumorSample-A	18	29750869	31010362	2	0
TumorSample-A	18	31010566	31649790	1	1
TumorSample-A	18	31650448	31731982	2	0
TumorSample-A	18	31732762	32177107	1	1
TumorSample-A	18	32181983	32465531	2	0
TumorSample-A	18	32465861	32494032	1	1
TumorSample-A	18	32494374	33740265	2	0
TumorSample-A	18	33740752	33778527	2	1
TumorSample-A	18	33778976	35579521	2	0
TumorSample-A	18	35580012	35734388	1	1
TumorSample-A	18	35734460	35754803	2	1
TumorSample-A	18	35756419	35923331	2	0
TumorSample-A	18	35923539	35929491	2	1
TumorSample-A	18	35932013	35957180	1	1
TumorSample-A	18	35958481	35960979	2	1
TumorSample-A	18	35961126	36106894	2	0
TumorSample-A	18	36108400	36544987	1	1
TumorSample-A	18	36545606	36577530	2	1
TumorSample-A	18	36577637	37495514	2	0
TumorSample-A	18	37495805	37526476	2	1
TumorSample-A	18	37526570	37921775	1	1
TumorSample-A	18	37922270	38511221	2	0
TumorSample-A	18	38513546	38549487	2	1
TumorSample-A	18	38549693	38703914	1	1
TumorSample-A	18	38705057	38723577	2	0
TumorSample-A	18	38725322	39638663	1	1
TumorSample-A	18	39638808	39963635	2	0
TumorSample-A	18	39993713	40196150	1	1
TumorSample-A	18	40196199	40365061	2	0
TumorSample-A	18	40365709	40370513	2	1
TumorSample-A	18	40371715	41667979	1	1
TumorSample-A	18	41668697	41675636	2	1
TumorSample-A	18	41676372	42596153	2	0
TumorSample-A	18	42596323	42603758	3	0
TumorSample-A	18	42603919	43423453	2	0
TumorSample-A	18	43423691	43426818	1	1
TumorSample-A	18	43427734	43432788	2	1
TumorSample-A	18	43434432	43458529	1	1
TumorSample-A	18	43461768	43494605	2	1
TumorSample-A	18	43494608	43958157	2	0
TumorSample-A	18	43958237	43963803	3	0
TumorSample-A	18	43963972	45398640	2	0
TumorSample-A	18	45398646	45424622	1	1
TumorSample-A	18	45425591	45429989	2	1
TumorSample-A	18	45431112	45438063	1	1
TumorSample-A	18	45438299	45466578	2	1
TumorSample-A	18	45469301	45525766	2	0
TumorSample-A	18	45531493	45661861	1	1
TumorSample-A	18	45661908	45667036	2	1
TumorSample-A	18	45667566	45670189	1	1
TumorSample-A	18	45670414	45682699	2	0
TumorSample-A	18	45684032	45686951	3	0
TumorSample-A	18	45688880	47274144	2	0
TumorSample-A	18	47281395	47540377	1	1
TumorSample-A	18	47543213	47585875	2	1
TumorSample-A	18	47589463	47810114	2	0
TumorSample-A	18	47810937	48095841	1	1
TumorSample-A	18	48096880	48915227	2	0
TumorSample-A	18	48915846	48943592	2	1
TumorSample-A	18	48955700	48983076	1	1
TumorSample-A	18	48983935	48999954	2	0
TumorSample-A	18	49000001	49001900	1	1
TumorSample-A	18	49002017	49217821	2	0
TumorSample-A	18	49221099	49619796	1	1
TumorSample-A	18	49620365	49630412	2	1
TumorSample-A	18	49630634	49733182	1	1
TumorSample-A	18	49733234	50655958	2	0
TumorSample-A	18	50656029	50861586	1	1
TumorSample-A	18	50862869	50875702	2	1
TumorSample-A	18	50875952	51242851	1	1
TumorSample-A	18	51245256	51595926	2	0
TumorSample-A	18	51596659	51915663	1	1
TumorSample-A	18	51917427	52177212	2	0
TumorSample-A	18	52178916	52212513	2	1
TumorSample-A	18	52212604	52595930	2	0
TumorSample-A	18	52596179	52604740	2	1
TumorSample-A	18	52604899	52703264	1	1
TumorSample-A	18	52705417	52768376	2	1
TumorSample-A	18	52769175	52865217	2	0
TumorSample-A	18	52865500	52866733	3	0
TumorSample-A	18	52866930	52908899	1	1
TumorSample-A	18	52909601	52918297	2	1
TumorSample-A	18	52918766	52956115	1	1
TumorSample-A	18	52956200	53026630	2	0
TumorSample-A	18	53027603	53041945	2	1
TumorSample-A	18	53042047	53646180	1	1
TumorSample-A	18	53646331	53653883	2	1
TumorSample-A	18	53653910	54349459	2	0
TumorSample-A	18	54349495	54355010	2	1
TumorSample-A	18	54355949	54580762	1	1
TumorSample-A	18	54582210	54586094	2	1
TumorSample-A	18	54586372	54592672	1	1
TumorSample-A	18	54598554	55179494	2	0
TumorSample-A	18	55180356	55184622	2	1
TumorSample-A	18	55184760	55737755	1	1
TumorSample-A	18	55738151	55748146	2	1
TumorSample-A	18	55751619	57517354	2	0
TumorSample-A	18	57518492	57763341	1	1
TumorSample-A	18	57763510	57825585	2	0
TumorSample-A	18	57825638	57864118	1	1
TumorSample-A	18	57864227	58136511	2	0
TumorSample-A	18	58137706	58158260	2	1
TumorSample-A	18	58158482	58274465	1	1
TumorSample-A	18	58277300	58285454	3	0
TumorSample-A	18	58286249	58474745	1	1
TumorSample-A	18	58474961	58823614	2	0
TumorSample-A	18	58829514	59078206	1	1
TumorSample-A	18	59078295	59520613	2	0
TumorSample-A	18	59520614	59532621	2	1
TumorSample-A	18	59532982	59644978	1	1
TumorSample-A	18	59645383	60054255	2	0
TumorSample-A	18	60055359	60066759	2	1
TumorSample-A	18	60066869	60235853	1	1
TumorSample-A	18	60236778	60438168	2	0
TumorSample-A	18	60438257	60583984	1	1
TumorSample-A	18	60586257	60594155	2	1
TumorSample-A	18	60594669	61259082	1	1
TumorSample-A	18	61259293	61341069	2	1
TumorSample-A	18	61341085	61562431	2	0
TumorSample-A	18	61564366	61605988	2	1
TumorSample-A	18	61606390	61662592	1	1
TumorSample-A	18	61662641	61732859	2	0
TumorSample-A	18	61733459	61990119	1	1
TumorSample-A	18	61992734	62001511	2	1
TumorSample-A	18	62009100	62359938	2	0
TumorSample-A	18	62360008	62414350	1	1
TumorSample-A	18	62414860	62643060	2	0
TumorSample-A	18	62643609	63170275	1	1
TumorSample-A	18	63170611	63311780	2	0
TumorSample-A	18	63312301	63468069	1	1
TumorSample-A	18	63468333	64176449	2	0
TumorSample-A	18	64178518	64318123	2	1
TumorSample-A	18	64318229	64629072	1	1
TumorSample-A	18	64630535	64690528	2	1
TumorSample-A	18	64691218	64779467	1	1
TumorSample-A	18	64782372	64784665	2	1
TumorSample-A	18	64784690	65430869	2	0
TumorSample-A	18	65432633	65435438	2	1
TumorSample-A	18	65435988	65597530	1	1
TumorSample-A	18	65597921	65616655	2	1
TumorSample-A	18	65618547	65840100	2	0
TumorSample-A	18	65843584	66886028	1	1
TumorSample-A	18	66895152	66923475	2	1
TumorSample-A	18	66925715	67088152	2	0
TumorSample-A	18	67088880	67094274	2	1
TumorSample-A	18	67096048	67621528	1	1
TumorSample-A	18	67623477	67679364	2	1
TumorSample-A	18	67686378	68324607	1	1
TumorSample-A	18	68325120	68329705	2	1
TumorSample-A	18	68330397	69227529	2	0
TumorSample-A	18	69228045	69354582	1	1
TumorSample-A	18	69360564	69590482	2	0
TumorSample-A	18	69590537	69694847	1	1
TumorSample-A	18	69695388	69789372	2	1
TumorSample-A	18	69791484	69804455	3	0
TumorSample-A	18	69804604	70257544	2	0
TumorSample-A	18	70258085	70266469	2	1
TumorSample-A	18	70270077	70491547	1	1
TumorSample-A	18	70492120	70704484	2	0
TumorSample-A	18	70704519	70798358	1	1
TumorSample-A	18	70798496	70818769	2	1
TumorSample-A	18	70820335	71061771	2	0
TumorSample-A	18	71062970	71091146	2	1
TumorSample-A	18	71091288	71116866	2	0
TumorSample-A	18	71116960	71160074	1	1
TumorSample-A	18	71160082	71192489	2	1
TumorSample-A	18	71195358	71314160	1	1
TumorSample-A	18	71314987	71333776	2	1
TumorSample-A	18	71335726	72114851	2	0
TumorSample-A	18	72115177	72294066	1	1
TumorSample-A	18	72294731	72454762	2	0
TumorSample-A	18	72455118	72549258	2	1
TumorSample-A	18	72550886	72608389	2	0
TumorSample-A	18	72608995	72668090	1	1
TumorSample-A	18	72668333	72689850	2	0
TumorSample-A	18	72689953	72836995	2	1
TumorSample-A	18	72838295	73042205	1	1
TumorSample-A	18	73042704	73311259	2	0
TumorSample-A	18	73312382	73373975	1	1
TumorSample-A	18	73374791	73491829	2	0
TumorSample-A	18	73494284	73512369	2	1
TumorSample-A	18	73512447	73676834	2	0
TumorSample-A	18	73677812	73680953	2	1
TumorSample-A	18	73680957	73808301	1	1
TumorSample-A	18	73809118	74396455	2	0
TumorSample-A	18	74397206	74502771	1	1
TumorSample-A	18	74504375	75240207	2	0
TumorSample-A	18	75241326	75344958	1	1
TumorSample-A	18	75344961	75351259	2	1
TumorSample-A	18	75352016	75597328	2	0
TumorSample-A	18	75597356	75634671	2	1
TumorSample-A	18	75635649	75957383	2	0
TumorSample-A	18	75962267	75979095	2	1
TumorSample-A	18	75979476	76483815	1	1
TumorSample-A	18	76484067	76641869	2	0
TumorSample-A	18	76642088	76664177	2	1
TumorSample-A	18	76664338	77127568	2	0
TumorSample-A	18	77135991	77184909	1	1
TumorSample-A	18	77186323	77351939	2	0
TumorSample-A	18	77354014	77443606	1	1
TumorSample-A	18	77443954	77598131	2	0
TumorSample-A	18	77600046	77667924	1	1
TumorSample-A	18	77668030	77684897	2	1
TumorSample-A	18	77685085	77704062	2	0
TumorSample-A	18	77704315	77713518	1	1
TumorSample-A	18	77713636	77765395	2	0
TumorSample-A	18	77766358	77892094	1	1
TumorSample-A	18	77892118	78080027	2	0
TumorSample-A	18	78080418	78095681	2	1
TumorSample-A	18	78095803	78223987	2	0
TumorSample-A	18	78224598	78240231	1	1
TumorSample-A	18	78240550	78281134	2	0
TumorSample-A	18	78281188	78291275	1	1
TumorSample-A	18	78293401	78296278	2	1
TumorSample-A	18	78296404	78307748	2	0
TumorSample-A	18	78308081	78439445	2	1
TumorSample-A	18	78439757	78774801	1	1
TumorSample-A	18	78775483	78921541	2	0
TumorSample-A	18	78921702	79410006	1	1
TumorSample-A	18	79413129	79782215	2	0
TumorSample-A	18	79782225	80068160	2	1
TumorSample-A	18	80068600	80227412	1	1
TumorSample-A	18	80229346	80256731	2	1
TumorSample-A	19	274479	329841	2	0
TumorSample-A	19	331124	339675	2	1
TumorSample-A	19	339812	456302	1	1
TumorSample-A	19	456440	463528	3	0
TumorSample-A	19	463648	482654	2	1
TumorSample-A	19	482841	494245	2	0
TumorSample-A	19	494446	503348	2	1
TumorSample-A	19	503364	560781	1	1
TumorSample-A	19	561019	561888	2	1
TumorSample-A	19	562049	765374	2	0
TumorSample-A	19	765994	1002236	1	1
TumorSample-A	19	1002710	1012382	2	1
TumorSample-A	19	1012612	1030169	1	1
TumorSample-A	19	1030170	1032370	2	1
TumorSample-A	19	1032703	1338572	3	0
TumorSample-A	19	1339059	1347395	2	1
TumorSample-A	19	1347440	1545554	1	1
TumorSample-A	19	1546181	1677278	2	1
TumorSample-A	19	1677302	1924078	2	0
TumorSample-A	19	1924654	1926484	2	1
TumorSample-A	19	1926642	1995006	1	1
TumorSample-A	19	1995472	2045806	2	0
TumorSample-A	19	2047689	2145451	2	1
TumorSample-A	19	2145482	2353150	2	0
TumorSample-A	19	2353152	2369933	2	1
TumorSample-A	19	2370357	2465821	1	1
TumorSample-A	19	2465837	2501257	2	1
TumorSample-A	19	2501273	2543382	2	0
TumorSample-A	19	2543424	2550109	2	1
TumorSample-A	19	2550124	2552543	2	0
TumorSample-A	19	2557106	2607401	1	1
TumorSample-A	19	2607640	2639010	2	1
TumorSample-A	19	2640692	2682751	2	0
TumorSample-A	19	2682864	2737476	1	1
TumorSample-A	19	2737553	2825378	2	0
TumorSample-A	19	2825527	2833619	2	1
TumorSample-A	19	2833866	3110489	2	0
TumorSample-A	19	3110517	3247767	1	1
TumorSample-A	19	3248243	3375942	3	0
TumorSample-A	19	3376044	3459042	1	1
TumorSample-A	19	3459219	3545069	2	0
TumorSample-A	19	3545630	3611974	2	1
TumorSample-A	19	3612916	3623507	1	1
TumorSample-A	19	3623536	4141845	2	0
TumorSample-A	19	4142262	4156684	2	1
TumorSample-A	19	4156844	4191806	1	1
TumorSample-A	19	4192227	4484380	3	0
TumorSample-A	19	4484918	4496615	2	1
TumorSample-A	19	4498157	4750884	2	0
TumorSample-A	19	4751220	4797307	2	1
TumorSample-A	19	4797351	5856045	2	0
TumorSample-A	19	5856062	6166796	1	1
TumorSample-A	19	6173135	6545398	2	0
TumorSample-A	19	6546513	6766202	1	1
TumorSample-A	19	6769404	6815713	2	1
TumorSample-A	19	6815937	7326619	3	0
TumorSample-A	19	7327041	7427255	2	1
TumorSample-A	19	7427472	7571135	2	0
TumorSample-A	19	7571431	7598882	2	1
TumorSample-A	19	7601231	7716549	2	0
TumorSample-A	19	7716867	7776153	2	1
TumorSample-A	19	7780903	8181905	2	0
TumorSample-A	19	8182180	8199058	2	1
TumorSample-A	19	8199093	8549564	2	0
TumorSample-A	19	8549806	8915150	2	1
TumorSample-A	19	8916425	9145281	1	1
TumorSample-A	19	9145437	9223309	3	0
TumorSample-A	19	9223396	9243785	2	1
TumorSample-A	19	9245257	9282434	2	0
TumorSample-A	19	9282838	10063276	1	1
TumorSample-A	19	10063881	11131239	2	0
TumorSample-A	19	11131368	11145609	3	0
TumorSample-A	19	11148852	11628500	1	1
TumorSample-A	19	11628733	13370167	3	0
TumorSample-A	19	13371078	13486189	1	1
TumorSample-A	19	13486436	13754927	2	0
TumorSample-A	19	13755591	13993102	1	1
TumorSample-A	19	13999711	14718937	2	0
